nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
1634,3336634,MadX,Flavour Police,Sour - Fruited,https://untappd.com/b/madx-flavour-police/3336634,7.0,N/A,3.89,607,07/18/19,"Raw Nordic Sour Ale with Cherries, Blueberries and Tonka Beans ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1635,3963000,Brew Your Mind,Fruit Works - Strawberry,Sour - Fruited,https://untappd.com/b/brew-your-mind-fruit-works-strawberry/3963000,6.0,N/A,3.89,822,09/13/20,"Rengeteg eper, egy csipetnyi vanília és laktóz egy határozottan savanyú sörben. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1636,4929900,Brew Your Mind,Fruit Works - Blueberry + Strawberry + Lime,Sour - Fruited,https://untappd.com/b/brew-your-mind-fruit-works-blueberry-strawberry-lime/4929900,5.7,N/A,3.88,1181,07/13/22, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1637,4766943,Brew Your Mind,Fruit Works - Apricot,Sour - Fruited,https://untappd.com/b/brew-your-mind-fruit-works-apricot/4766943,5.7,N/A,3.87,498,03/24/22,"Savanykás, szomjoltó sour sör rengeteg sárgabarackkal!  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1638,3336642,MadX,Charming Propaganda,Sour - Fruited,https://untappd.com/b/madx-charming-propaganda/3336642,7.9,N/A,3.87,434,07/18/19,Nordic Sour Ale with Peach and Apricot ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1639,3178793,HORIZONT Brewing,Pilot Series #15 A NÉGYZETEN - Red & Blackcurrant Sour Ale,Sour - Fruited,https://untappd.com/b/horizont-brewing-pilot-series-15-a-negyzeten-red-and-blackcurrant-sour-ale/3178793,5.5,30,3.87,573,04/15/19,"More fruit, more tartness, more colour! Second coming of our superpopular #15, this version has more of everything, still retaining the best qualities of it's first batch. Get more!Még több gyümölcs, több fanyarság és több szín! A #15 második változata emeli a lécet minden fronton. Figyeld a címkét és keresd az új változatot! ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1640,3758233,Brew Your Mind,DDH FRUIT WORKS - Pineapple & Mango & Lactose,Sour - Fruited,https://untappd.com/b/brew-your-mind-ddh-fruit-works-pineapple-and-mango-and-lactose/3758233,7.7,N/A,3.87,235,04/21/20, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1641,4077893,MadX,Gold & Blue,Sour - Fruited,https://untappd.com/b/madx-gold-and-blue/4077893,5.5,N/A,3.86,397,11/30/20,Barrel Aged Golden Sour Ale with Blueberries ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1642,4310179,Brew Your Mind,Fruit Works - Raspberry,Sour - Fruited,https://untappd.com/b/brew-your-mind-fruit-works-raspberry/4310179,6.0,N/A,3.86,355,05/13/21,"Rengeteg málna, egy csipetnyi vanília és laktóz egy határozottan savanyú sörben. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1675,3995425,B*BOP FERMENTORY,DESAFINADO,Sour - Fruited Berliner Weisse,https://untappd.com/b/b-bop-fermentory-desafinado/3995425,6.5,N/A,3.86,1125,10/05/20,"Red Williams Pear Rosemary Créme Berliner.A smooth, creamy and refreshing Nu-Berliner Weisse (aka Budapest Weisse) fermented with bushels of red williams pear (from Haute Provence, France), a dash of fresh rosemary and a pinch of Guérande fleur de sel. This is the first beer of my Nu- series, which means a modern, “new age” take on the traditional beer styles. This beer is brewed just with fresh hungarian rosemary instead of hops, then fermented on fresh, rich and juicy red Williams pears and a hint of Guérande fleur de sel. Brewed to celebrate the legends of bossa nova,Stan Getz & João Gilberto. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1676,2203937,TuffBuzz,Ms. WorldWild - Maracuja (Passion Fruit) Edition,Sour - Fruited Berliner Weisse,https://untappd.com/b/tuffbuzz-ms-worldwild-maracuja-passion-fruit-edition/2203937,3.6,5,3.86,949,07/21/17,"Ms. WorldWild is a Berliner Weisse femented with Maracuja (Passion Fruit). This beer is our flagship fruit sour, available from mid spring to mid fall. Sour how we like. It's an easy to drink beer. Cheers! ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1725,3637828,B*BOP FERMENTORY,SOLEA,Sour - Fruited Gose,https://untappd.com/b/b-bop-fermentory-solea/3637828,5.3,N/A,3.93,472,01/22/20,"Apricot Mango Black Pepper Sorbet Gose.A salty, smooth and tart Gose fermented with huge amounts of Hungarian apricot, fresh mango purée, ashanti pepper and pink himalayan rock salt.Brewed to celebrate the legendary Miles Davis. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1726,4825849,B*BOP FERMENTORY,MUKHALLAT,Sour - Fruited Gose,https://untappd.com/b/b-bop-fermentory-mukhallat/4825849,8.0,N/A,3.89,484,05/04/22,"Framboise Saffron Cumeo Pepper Nu Gose.A smooth, refreshing and delicate Nu Gose fermented with Willamette raspberries, Spanish saffron, Vietnamese Cumeo pepper and Pakistani Halite diamond salt. This is the sixth beer of my Nu- series, which means a modern, “new age” take on the traditional beer styles- this time brewed with Vietnamese Cumeo pepper and Spanish saffron instead of hops, a pinch of Pakistani diamond salt for the mouthfeel and fermented on huge amounts of Willamette raspberries to make thirst even more yummy.Brewed to celebrate the O.G. saxophonist Kamasi Washington and taking a honour to my lovely sweet grandma who are survived a stroke a few months ago. ",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1727,5741057,One Beer,Sugar Lips Green Apple Edition,Sour - Fruited Gose,https://untappd.com/b/one-beer-sugar-lips-green-apple-edition/5741057,4.5,N/A,3.88,429,03/08/24, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1728,4451160,Brew Your Mind,Fruit Works - Raspberry Gose,Sour - Fruited Gose,https://untappd.com/b/brew-your-mind-fruit-works-raspberry-gose/4451160,5.7,N/A,3.87,570,08/08/21,"The saltiness that hides in the background balances out the acidity of the generous amount of raspberries we added to this beer, creating a harmonic drinking experience. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1729,4463863,B*BOP FERMENTORY,GUINNEVERE,Sour - Fruited Gose,https://untappd.com/b/b-bop-fermentory-guinnevere/4463863,4.6,N/A,3.87,380,08/17/21,"Jungle Bramble Toucan Sorbet Gose.A gin-based tropical Bramble cocktail inspired refreshing, tart, fizzy and juicy Nu-Gose fermented with Vietnamese calamansi, Ecuadorian passionfruits, Sicilian lemons, fresh juniper berries, ginger, rosemary and Pakistani halite diamond salt. This beer is brewed with a blend of well selected fresh gin botanicals instead of hops, then fermented on rich and juicy Calamansi, vibrant citrus and a matching rock salt.This is the first beer of the RARE series, which are keg only small batches. This beer is inspired and officially approved by Christian Scott aTunde Adjuah’s and my friend Alex Han’s amazing take on the cultic song called “Guinnevere”, on Christian Scott’s latest live album called “Axiom”. ",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1730,5183743,Gravity Brewing,Solstice - Winter Sour,Sour - Fruited Gose,https://untappd.com/b/gravity-brewing-solstice-winter-sour/5183743,6.0,13,3.87,536,12/31/22,"A honey-sweet base of red malts and toasted oats forms the backdrop for a huge dose of juicy, floral guava. Calamansi accentuates Solstice's clean citrus acidity with notes of tropical spice, while a touch of pure halite salt draws out the finish. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1775,3782906,MadX,Rimshot,Sour - Other,https://untappd.com/b/madx-rimshot/3782906,5.7,N/A,3.9,244,05/12/20,Scotch Barrel Aged Golden Sour Ale with Lemon and Tarocco Blood Orange collab w/ B*BOP Fermentory (HUN) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1776,3893076,MadX,Fantastic Yeasts And Where To Find Them Purple Basil,Sour - Other,https://untappd.com/b/madx-fantastic-yeasts-and-where-to-find-them-purple-basil/3893076,6.4,N/A,3.89,468,07/28/20,Barrel Aged Golden Sour Ale with Purple Basil ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1777,2890837,Reczer Ser,Collabrew Series #8 - Easy Peasy Apricot Squeezy,Sour - Other,https://untappd.com/b/reczer-ser-collabrew-series-8-easy-peasy-apricot-squeezy/2890837,5.8,27,3.88,208,10/13/18,"Miután Boti megszerezte az országban fellelhető összes kajszibarackot - nehéz dolga volt az idei fagykárok után - felhívott, hogy figyelj haver, van itt közel 200 kiló friss, lédús, napérlelte kajszibarack Göncről, itt az ideje egy közös főzésnek. Mielőtt a pálinka- és lekvárfőző brigádok ellátták volna a bajunkat a terményért, villámgyorsan, vállat vonva, sejtelmes mosollyal az arcunkon belelapátoltuk az összeset egy ínyenc Sour Ale-be. Épp a szemed előtt pompázik a végeredmény, zavarba ejtően zamatos nektár lett belőle. Apricot talks! ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1778,4213681,MadX,Ascension,Sour - Other,https://untappd.com/b/madx-ascension/4213681,6.0,N/A,3.88,240,03/10/21,Dry Hopped Barrel Aged Golden Ale Blend ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1779,3905845,MadX,Fantastic Yeasts And Where To Find Them Elderflower,Sour - Other,https://untappd.com/b/madx-fantastic-yeasts-and-where-to-find-them-elderflower/3905845,6.4,N/A,3.87,313,08/06/20,Barrel Aged Golden Sour Ale with Elderflower ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1839,6122701,B*BOP FERMENTORY,MUFASA,Sour - Smoothie / Pastry,https://untappd.com/b/b-bop-fermentory-mufasa/6122701,4.3,N/A,4.02,1594,01/09/25,"Guava Papaya Passionfruit Smoothie Nu Sour.A delicate and thick Smoothie Nu Sour infused with Mexican guavas, Indian papayas, Ecuadorian passionfruits and a pinch of pakistani Halite salt. No Crumbs Left — All Sauce ",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1840,5996433,Mad Scientist,I'm Selling Bananas,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-i-m-selling-bananas/5996433,6.0,N/A,4.0,863,09/25/24,"Ice Cream Smoothie Sour with Strawberry, Bananas, Mango and Lychee ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1841,5995530,Mad Scientist,Cherry Red Risalamande,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-cherry-red-risalamande/5995530,5.1,N/A,3.99,2221,09/24/24,Ice Cream Smoothie Sour with Cherry Puree and Blackcurrant Concentrate ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1842,6621263,MONYO Brewing Co.,MOJO WORKIN'26: Tropical Identity Crisis - Ice Cream Smoothie Sour Ale,Sour - Smoothie / Pastry,https://untappd.com/b/monyo-brewing-co-mojo-workin-26-tropical-identity-crisis-ice-cream-smoothie-sour-ale/6621263,5.0,N/A,3.99,363,03/04/26,"A Tropical Identity Crisis a legújabb smoothie sörünk, amelyet a rengeteg gyümölcs és a fagyipor tesz igazán sűrűvé. A mangó, banán, maracuja és ananász trópusi karaktert ad az italnak, amelyet a kókusz aromája lágyít. A végeredmény egy doboz Pina Colada, amihez igazán dukálna a szikrázó napsütés, a negyvenfok és a tengerpart, kár, hogy március van. De ha már így alakult, az ital legalább megvan hozzá.///Tropical Identity Crisis is our latest smoothie sour, made thick with lots of fruit and ice cream powder. Mango, banana, passion fruit, and pineapple give the drink its tropical character, which is softened by the aroma of coconut. The end result is a can of Pina Colada, which would be perfect for sparkling sunshine, 40-degree weather, and the beach - too bad it's March. But since that's how it turned out, at least we have the drink to go with it. ",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1843,4398978,Mad Scientist,Berry & Cherry Trifle,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-berry-and-cherry-trifle/4398978,10.0,N/A,3.98,2199,07/07/21,"BERRY & CHERRY TRIFLE Imperial Pastry Sour Ale with cherry, blackcurrant, strawberry, blueberry and raspberry Brewed by the kind request of BREWDOG following the footsteps of Collabfest 2019's BLACKCURRANT TRIFLE:Strawberry on the nose, cherry in the taste. While BLACKCURRANT TRIFLE had a really strong and dry red wine finish, CHERRY & BERRY TRIFLE has a strong red wine mouthfeel in the middle of the sip with a mouthwatering feeling in the end... Sour, creamy, but not overwhelming, rather refreshing was. It's not a simple copy of BLACKCURRANT TRIFLE, the aftertaste is more twisted and fruity, between sour and tart. But it's full of fun as well!Cheers from Budapest! ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1844,6132266,Unity Bar & Brewery,Mango X Vanilla Smoothie Sour,Sour - Smoothie / Pastry,https://untappd.com/b/unity-bar-and-brewery-mango-x-vanilla-smoothie-sour/6132266,5.2,10,3.96,620,01/18/25,"A thick, pulpy smoothie sour with loads of mango puree, and vanilla extract. Just high quality fruit puree, no bullshit. We DO NOT play the fake gelato powder game!NO LACTOSE ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1845,6253767,Mad Scientist,We Got the Moves,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-we-got-the-moves/6253767,5.5,N/A,3.96,1251,05/05/25,Strawberry-Raspberry-Pistachio Ice Cream Sour collab with our friends Baxbier (NL) from GroeningenSpin it before you sip it! ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1846,6268034,MONYO Brewing Co.,MOJO WORKIN'25: Mango X Almond X Peach X Vanilla Ice Cream Smoothie Sour Ale,Sour - Smoothie / Pastry,https://untappd.com/b/monyo-brewing-co-mojo-workin-25-mango-x-almond-x-peach-x-vanilla-ice-cream-smoothie-sour-ale/6268034,5.0,N/A,3.95,648,05/17/25,"Megnyitjuk az idei nyarat egy brutál MONYO-fagyival: ez a legújabb MOJO-őrület!Nem bírtunk magunkkal és felültünk az Ice Cream vonatra mi is és főztünk egy brutál cuccos, sűrű és krémes ice cream smoothie sourt összesen több, mint 40% mangó- és őszibarackpürével. A kész sört aztán fagyiporral sűrítettük be, végül pedig vaníliával és mandulával fejeltük meg. A végeredmény egy igazi nyári sör lett, ami tökéletesen hozza a fagyivibe-okat: gyümölcsös, édes és sűrű mint az olvadt fagylalt.Fontos, hogy tartsd hűtve és fogyaszd frissen, mert csak úgy lesz az igazi!Fogyasztás előtt pedig forgasd meg a cant!We’re kicking off summer with a MONYO ice cream bomb — the latest MOJO madness is here!We couldn’t resist jumping on the ice cream train ourselves, so we brewed a rich, thick, and creamy ice cream smoothie sour loaded with over 40% mango and peach purée. Then we thickened it up even more with ice cream powder and finished it off with a touch of vanilla and almond.The result? A true summer brew that brings all the ice cream vibes: fruity, sweet, and as thick as melted gelato.Keep it cold and drink it fresh — that’s how it’s best!And don’t forget to gently swirl the can before opening! ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1847,6492521,Unity Bar & Brewery,Blackcurrant X Strawberry Smoothie Sour,Sour - Smoothie / Pastry,https://untappd.com/b/unity-bar-and-brewery-blackcurrant-x-strawberry-smoothie-sour/6492521,5.3,5,3.94,294,11/14/25,"A thick, pulpy smoothie sour with loads of blackcurrant, and strawberry, and a touch of vanilla. Just high quality fruit puree, no bullshit. We DO NOT play the fake gelato powder game! NO LACTOSE ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1848,3753601,Mad Scientist,Blackcurrant Barbados Trifle,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-blackcurrant-barbados-trifle/3753601,8.2,N/A,3.93,252,04/17/20,"MAD SCIENTIST BARREL PROJECT Barbados Rum Barrel Aged Imperial Blackcurrant Trifle Pastry Sour AleCELLAR MASTER NOTESThis is a very special release. We paired our highest rated beer so far, Blackcurrant trifle, with a second fill barbados rum barrel. The tangent acidity from the hue amount of blackcurrant in the base beer is balanced by the sweetness of the Madagascar vanilla. This idea is further developed by the notes of ripe pineapple and molasses from the rum barrel. ",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1849,6575940,Mad Scientist,Hindbærsnitte Sherbet,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-hindbaersnitte-sherbet/6575940,5.3,N/A,3.93,679,01/21/26,"Ice Cream Smoothie Sour With Raspberry, Sour Cherry, Blackcurrant And Ice Cream  ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1850,3774241,Mad Scientist,Wake Me Up When Pandemic Ends,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-wake-me-up-when-pandemic-ends/3774241,9.5,N/A,3.93,1264,05/05/20,Imperial Pastry Sour Ale with raspberries and bananas together with our friends Browar Stu Mostów (PL) ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1851,6451828,Unity Bar & Brewery,Apricot X Passion Fruit Smoothie Sour,Sour - Smoothie / Pastry,https://untappd.com/b/unity-bar-and-brewery-apricot-x-passion-fruit-smoothie-sour/6451828,5.3,5,3.91,216,10/18/25,"A thick, pulpy smoothie sour with loads of apricot, and passion fruit purees, and a touch of vanilla. Just high quality fruit puree, no bullshit. We DO NOT play the fake gelato powder game! NO LACTOSE ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1852,3417615,MONYO Brewing Co.,Ma Chérie Essence,Sour - Smoothie / Pastry,https://untappd.com/b/monyo-brewing-co-ma-cherie-essence/3417615,5.3,N/A,3.9,761,09/05/19,"We’re super excited to announce our second take of Ma Chérie with a double culinary twist.Meet the refreshing, tart and deep Ma Chérie Essence. Gipsy Sour Cherry Sicilian Lemon Meringue Cheesecake Oat Imperial Berliner Weisse. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1853,4388731,HORIZONT Brewing,Sour Series - Blended Barrel Aged Imperial Pastry Sour With Sour Cherries,Sour - Smoothie / Pastry,https://untappd.com/b/horizont-brewing-sour-series-blended-barrel-aged-imperial-pastry-sour-with-sour-cherries/4388731,10.0,15,3.9,667,07/01/21,Kettle soured beer aged in whiskey and rum barrel for almost a year and than refermented with sour cherries and some vanilla and cinnamon ,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1854,5648100,HopTails Brewery,PassionPoint,Sour - Smoothie / Pastry,https://untappd.com/b/hoptails-brewery-passionpoint/5648100,5.0,N/A,3.89,271,12/17/23,"Maracuja, Vanília, TonkababPassionfruit, Vanilla, Tonka bean ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1855,6277552,Unity Bar & Brewery,Sour Cherry X Lime x Vanilla Smoothie Sour,Sour - Smoothie / Pastry,https://untappd.com/b/unity-bar-and-brewery-sour-cherry-x-lime-x-vanilla-smoothie-sour/6277552,3.8,10,3.88,214,05/24/25,"A thick, pulpy smoothie sour with loads of sour cherry puree, lime juice, and vanilla extract. Just high quality fruit puree, no bullshit. We DO NOT play the fake gelato powder game!NO LACTOSE ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1856,6684810,Unity Bar & Brewery,Lychee X Strawberry Smoothie Sour,Sour - Smoothie / Pastry,https://untappd.com/b/unity-bar-and-brewery-lychee-x-strawberry-smoothie-sour/6684810,5.0,5,3.86,183,04/24/26,"A thick, pulpy smoothie sour with loads of lychee and strawberry purees.Just high quality fruit puree, no bullshit. We DO NOT play the fake gelato powder game!NO LACTOSE ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1896,6030209,HORIZONT Brewing,Night Shift Vintage 2024 - Triticale Wine Aged In Gemenc Whiskey & Tennessee Whiskey Barrels,Specialty Grain,https://untappd.com/b/horizont-brewing-night-shift-vintage-2024-triticale-wine-aged-in-gemenc-whiskey-and-tennessee-whiskey-barrels/6030209,10.6,N/A,4.0,846,10/22/24,"Till Áron sörfőzőnk ötlete. A tritikálé, ami a búza és a rozs keresztezéséből született hibrid, mindkét alapgabona íz- és illatjegyeit magában hordozza, és ezt maga a sör, illetve a hordós érlelés csak jobban kihozta. A sör egyik felét a Gemenc Whiskey-től kapott, tritikálé alapú whiskey-t érlelt hordóiban érleltük, a másik fele Tennessee hordókba került, majd ennek a blendjéből született meg a végleges forma. Triticale, a hybrid of wheat and rye, carries the flavor and aroma characteristics of both base grains, and the beer itself, along with barrel aging, brings these out even more. We aged half of the beer in barrels from Gemenc Whiskey, which had been used to age triticale-based whiskey, the other half went into Tennessee barrels. ",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1897,6451721,HORIZONT Brewing,Night Shift Vintage 2025 / Buckwheat Wine Aged In Tennessee Whiskey Barrels,Specialty Grain,https://untappd.com/b/horizont-brewing-night-shift-vintage-2025-buckwheat-wine-aged-in-tennessee-whiskey-barrels/6451721,10.1,N/A,3.93,459,10/18/25,"Tennessee Whiskey hordóban érlelt hajdinabor2025-ben is folytatjuk a gabonabor-sorozatunkat - de most valami egészen szokatlan jön.Ezúttal a hajdina kapta a főszerepet: egy Ázsiából származó növény, amit ugyan nem gabonafélének, mégis annak használunk, hiszen magjából liszt készül, mint a búzából.Mi a hajdinát malátázott formában tettük az alapsörbe, majd Tennessee Whiskey hordókban érleltük, amíg ki nem bontakozott teljes, gazdag, gabonaboros karaktere.Ne tévesszen meg a név — ez nem a „hajdinabor”, amit desztillálnak vagy fermentálnak, hanem egy különleges, sörként főzött gabonabor, tele a hajdina földes, diós mélységeivel és a whiskey hordók meleg, vaníliás aromáival.-Buckwheat Grain Wine - Aged in Tennessee Whiskey BarrelsIn 2025, we’re continuing our experimental grain wine series — but this time, we’re doing something truly unconventional.Meet the buckwheat edition: a plant native to Asia, not technically a grain, yet often used as one thanks to its wheat-like seeds.We used malted buckwheat in the base beer, then aged it in Tennessee Whiskey barrels until it reached its perfect, rich, grain wine character.Don’t confuse this with traditional “buckwheat wine” — this isn’t distilled or fermented like wine. It’s a beer-based grain wine, showcasing the earthy, nutty depth of buckwheat, beautifully rounded by warm vanilla and oak notes from the whiskey barrels. ",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1923,3080318,Gravity Brewing,Singularity - Irish Coffee Stout,Stout - Coffee,https://untappd.com/b/gravity-brewing-singularity-irish-coffee-stout/3080318,8.3,33,3.91,598,02/14/19,"Singularity is an ode to boozy, creamy coffee.A big coffee and chocolate malt body, full of toffee and raw sugar notes, serves as the foundation, balanced with a touch of lactose. We then cold-infuse a specially-selected blend of single-origin beans from Budapest's own Bagira Coffee: two Brazilian roasts for creamy, nougaty espresso character, and an El Salvadorian dark roast for tobacco and red fruit notes. ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1940,3819404,InVitro Brewing,The Healer,Stout - Foreign / Export,https://untappd.com/b/invitro-brewing-the-healer/3819404,7.5,N/A,3.87,573,06/09/20,If you like coffee and dark chocolate then this beer is for you. It's easy to drink but also serious just like the label which was designed by Robert Borbas aka Grindesign. Recommended music: Blackened Death Metal. ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1953,6100231,Mad Scientist,Happy Finish 2024 - Eaux De Vie Prune,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-happy-finish-2024-eaux-de-vie-prune/6100231,10.6,N/A,4.04,230,12/19/24,"MAD SCIENTIST BARREL PROJECTPort Wine And Plum Liquor Double Barrel Aged Imperial StoutCELLAR MASTER NOTESIn this bottle, you can find the beautiful harmony of port wine and dried plum brandyWe came back fifth time with this series in series concept, the Happy Finish, where we double barrel age nasty imperial stouts, finishing them in particularly interesting barrels, in this case, french dried plum brandy, which spoke for itself immediately at the first sniff. Rich fruitiness, deep dried flavours, backboning chocolate and some berries from the port barrel. Altogether 2 and a half years of wood maturing had a deep impact indeed. Not only on the beer but also on us! ",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
