nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text
1,945209,KESER (Kecskeméti Sörmesterek),Vörösbegy,Altbier - Traditional,https://untappd.com/b/keser-kecskemeti-sormesterek-vorosbegy/945209,5.5,39,3.52,386,01/16/15, 
2,2939801,HORIZONT Brewing,Günther Von Düsseldorf,Altbier - Traditional,https://untappd.com/b/horizont-brewing-gunther-von-dusseldorf/2939801,5.5,35,3.51,617,11/13/18,"Respect the classics! Copper color, malty-biscuity taste with hints of rosehip and fruity freshness in the end. Ridiculosly easy drinking.Egy igazi klasszikus! Felsőerjesztésű düsseldorfi sörstílus amit hosszú ideig lagereltünk. Sötét réz szín, kellemes malátás test, finoman gyümölcsös lecsengés. Könnyen iható téli sör.  "
0,5586581,Mad Scientist,Bonfires Burning Bright,Barleywine - American,https://untappd.com/b/mad-scientist-bonfires-burning-bright/5586581,9.0,N/A,4.02,309,10/30/23,"MAD SCIENTIST BARREL PROJECT Martinique Rum Barrel Aged Barley Wine With Caramel, Pumpkin And Pumpkin Spice Blend CELLAR MASTER NOTES“Build a man a fire, and he'll be warm for a day. Set a man on fire, and he'll be warm for the rest of his life.”Oh, dang, here we go again with a special blend that started out as a one-time-keg-only drop. But since we're going down this way, we got a decent amount of superb quality pumpkin and spiced up the season with this sweet, caramelly, woody, bit vegetal craziness in bottles as well. The Martinique rum barrel itself gave much spiciness, but the kind of misfits we are, we totally embrace the “a little more can't hurt” philosophy. So just treat yourself and taste our non-typical festive release before the lights go out. "
1,5798905,Mad Scientist,Mr. Wonderful,Barleywine - American,https://untappd.com/b/mad-scientist-mr-wonderful/5798905,10.2,N/A,4.01,257,04/22/24,"MAD SCIENTIST BARREL PROJECTRye Bourbon Barrel-Aged Caramel Barleywine With Pistachios, Orange And Lemon Zests, VanillaCELLAR MASTER NOTES""Why you think I'm out here actin' crazy?""Our brand new creation is rising high with the flavors of the baklava, the galaxy’s most beloved dessert. A massively caramelly sweetness as a backbone shows the mild spiciness of rye and oak, while the dominating tasting note comes from the roasted pistachios, nicely balanced out by the citrus zests, so the final product won't be too sticky. Already thinking about another version focusing more on the chocolaty notes... Who knows? Life is crazy. "
2,4289754,Mad Scientist,Liquid Florentine,Barleywine - American,https://untappd.com/b/mad-scientist-liquid-florentine/4289754,12.0,N/A,3.94,186,04/30/21,"MAD SCIENTIST BARREL PROJECTBarley Wine aged in Bourbon Barrel with hand-roasted Almond, Orange, Cocoa Beans, Orange Zest and SaltCELLAR MASTER NOTESMirror mirror on the wall, give Florentine to all!This time it seems like we managed to create the universal cookie beer because, despite Florentine being the main inspiration, every single one of us in the brewery was reminded of a different sweet treat after tasting: fruit bread, orange sponge cake, Sacher-cake, Túró Rudi (just Google this curd snack), you know the drill. What's for sure is that we've added a copious amount of hand-roasted almond as a backbone, hit on the taste and created acidity with orange, used the bitter greatness of cocoa and rounded it up with a hint of salt. The result can hardly be described in a written form, but if you are into pastry-inspired but not overwhelmingly sweet beers, this one will eat you alive. "
3,3617330,Mad Scientist,Bourbon & Bourbon,Barleywine - American,https://untappd.com/b/mad-scientist-bourbon-and-bourbon/3617330,13.5,N/A,3.9,163,01/07/20,"MAD SCIENTIST BARREL PROJECT Bourbon Whiskey barrel aged barleywine with Bourbon barrel aged coffee and maple syrup CELLAR MASTER NOTES This beer is special due to the addition of Bourbon Barrel aged coffee. This is the first release, where the inspiration didn't come from the base beer, nor the barrel, but the extra addition. Beer and barrel were selected after choosing the Bourbon BA coffee. The nose and taste are dominated by the fruity notes of lightly roasted coffee complemented by cinnamon and caramel notes of the maple syrup barlywine and Bourbon barrel. "
4,1336920,MONYO Brewing Co.,Franky Four Fingers (2015),Barleywine - American,https://untappd.com/b/monyo-brewing-co-franky-four-fingers-2015/1336920,13.0,55,3.84,174,12/03/15,"Sörfőzdénk legkomplexebb söre, amelynek magas alkoholtartalmát mindenféle hozzáadott cukor nélkül értük el. Tradicionális angol alapanyagokból készült, amelyben a fő szerepet a Maris Otter kapta. A komlózáshoz azonban egy új német komlót, a Mandarina Bavaria-t használtuk. Hogy nemesedjen és elérje mostani karakterisztikáját, egy évig érleltük palackban. Ennek az eredménye ez a nagyon sűrű, bronzvörös színű, gazdag malátás ital. Összetett ízvilágában a hordós, sherry-s jegyek keverednek a Mandarina komló citrusos fanyarságával. "
5,2345182,TuffBuzz,Freaky Freaky,Barleywine - American,https://untappd.com/b/tuffbuzz-freaky-freaky/2345182,13.0,60,3.81,492,10/18/17,"Here comes Freaky Freaky, a pumpkin barleywine brewed with tons of roasted butternut squash, basil, lemongrass and homemade citrus extract. This is a collaboration brew of Budapest breweries TuffBuzz and Mad Scientist.Trick or treat amigos! "
6,2972395,MONYO Brewing Co.,Franky Four Fingers (2018),Barleywine - American,https://untappd.com/b/monyo-brewing-co-franky-four-fingers-2018/2972395,12.3,N/A,3.81,562,12/04/18,"One of our most complex beers, the high alcohol percentage has nothing to do with any additional sugar. Made from traditional English ingredients, Maris Otter malt and Fuggle hop. It was aged in the bottle for a whole year to get its perfect characteristics. The result is a thick, red, rich malt drink. It tastes like sherry mixed with the aromas of the Fuggle hop. "
7,2281726,MONYO Brewing Co.,Franky Four Fingers (2017),Barleywine - American,https://untappd.com/b/monyo-brewing-co-franky-four-fingers-2017/2281726,13.0,N/A,3.79,729,09/08/17,"Franky Four Fingers of the year 2017Sörfőzdénk legkomplexebb söre, amelynek magas alkoholtartalmát mindenféle hozzáadott cukor nélkül értük el. Tradicionális angol alapanyagokból készült, amelyben a fő szerepet a Maris Otter kapta. A komlózáshoz azonban egy új német komlót, a Mandarina Bavaria-t használtuk. Hogy nemesedjen és elérje mostani karakterisztikáját, egy évig érleltük palackban. Ennek az eredménye ez a nagyon sűrű, bronzvörös színű, gazdag malátás ital. Összetett ízvilágában a hordós, sherry-s jegyek keverednek a Mandarina komló citrusos fanyarságával "
8,4261439,Szent András Sörfőzde,Houdini (2020),Barleywine - American,https://untappd.com/b/szent-andras-sorfozde-houdini-2020/4261439,11.0,68,3.77,392,04/10/21,"Te most egy magas alkoholtartalmú, erősen malátás, aszalt gyümölcsös ízkaraktereket hozó, hosszú érlelésű árpaborral (American Barleywine) nézel farkasszemet. Ez a palack már az első kóstoláskor is furfangokkal, meglepetéssel vár rád, de idővel megbűvöl, ámulatba ejt, akárcsak legendás névadója, a világ leghíresebb bűvésze és szabadulóművésze, Houdini. Ez nem csupán illúzió, sokkal inkább szakértelem és egy csipetnyi varázslat.You’re now facing a high-alcohol, heavily malted, long-matured barley wine (American Barleywine) that brings dried fruity flavor characteristics. This beer awaits you with a surprise from the very first tasting, but over time it enchants and amazes you, as did the world’s most famous magician and escape artist, Houdini, who this beer is named after. It’s not just an illusion, it’s more of an expertise and a hint of magic. "
9,4604836,Szent András Sörfőzde,Houdini (2021),Barleywine - American,https://untappd.com/b/szent-andras-sorfozde-houdini-2021/4604836,11.0,68,3.77,258,11/21/21, 
10,1843536,MONYO Brewing Co.,Franky Four Fingers (2016),Barleywine - American,https://untappd.com/b/monyo-brewing-co-franky-four-fingers-2016/1843536,13.0,34,3.77,373,11/30/16, 
11,2418696,Fehér Nyúl,Barleywine 2017,Barleywine - American,https://untappd.com/b/feher-nyul-barleywine-2017/2418696,11.0,90,3.76,207,12/07/17,"Van, amit nem szabad elkapkodni. Ez nem csak a sör érlelési idejére, de a fogyasztására is igaz. Szánj időt erre a desszert jellegű smash-re, amit egyféle komlóból és egyféle malátásból készítünk. Élvezd ki minden cseppjét, és lásd be, hogy nincs értelme rohanni. 14-16°C-on a legjobb. "
12,5180478,Szent András Sörfőzde,Houdini (2022),Barleywine - American,https://untappd.com/b/szent-andras-sorfozde-houdini-2022/5180478,11.0,68,3.76,219,12/29/22,Évjárat: 2022. Szabadítsd ki a palackból!EBC 71. Extrakt: 25°B. 
13,3537585,Fehér Nyúl,Barleywine 2019,Barleywine - American,https://untappd.com/b/feher-nyul-barleywine-2019/3537585,10.5,90,3.67,472,11/18/19,"Ne csak piszkáld, fiam, azt a drága ételt! Annak jár a desszert, aki megette az összes főzeléket. Nem fér, nem fér, dehogynem fér. Tunkold ki a szaftot is rendesen. Na? Jó. Tessék. Oszd be, mert ma már nincs több édesség!  "
14,2954236,Fehér Nyúl,Barleywine 2018,Barleywine - American,https://untappd.com/b/feher-nyul-barleywine-2018/2954236,10.5,90,3.66,357,11/22/18,"Ne csak piszkáld, fiam, azt a drága ételt! Annak jár a desszert, aki megette az összes főzeléket. Nem fér, nem fér, dehogynem fér. Tunkold ki a szaftot is rendesen. Na? Jó. Tessék. Oszd be, mert ma már nincs több édesség! "
0,4534892,HORIZONT Brewing,Night Shift Vintage 2021 Barleywine Aged In Rhum Barrels With Tonka Beans,Barleywine - English,https://untappd.com/b/horizont-brewing-night-shift-vintage-2021-barleywine-aged-in-rhum-barrels-with-tonka-beans/4534892,13.0,N/A,4.15,1307,10/05/21,Barleywine aged in rhum barrels with a little twist coming from the tonka beans. 
1,3520686,MONYO Brewing Co.,Franky (2019),Barleywine - English,https://untappd.com/b/monyo-brewing-co-franky-2019/3520686,11.5,N/A,3.88,735,11/08/19,"Barley wine-unk, a Franky 2019-es évjárata. A stílusra jellemző komplex és intenzív malátás jegyek jellemzik, valamint nagy test és viszkózus kortyérzet. Ízében és illatában a dió, a melasz és az aszalt gyümölcsök dominálnak, de melegítés hatására előbújnak a juharszirupos-karamellás aromák is. Kiváló téli sör, magas érlelési potenciállal.-----The vintage 2019 version of our barley wine, Franky. Full-bodied with a viscous mouthfeel. Complex maltiness, with notes of dried fruits, walnut, maple syrup and molasses. Perfect for the winter season. Cellarable. "
2,4051599,MONYO Brewing Co.,One-Handed Stuntman,Barleywine - English,https://untappd.com/b/monyo-brewing-co-one-handed-stuntman/4051599,13.0,N/A,3.84,217,11/13/20,"A One-Handed Stuntman az eddigi legsűrűbb árpaborunk, amit több órás forralással értünk el a főzés során. Rendkívül komplex ital, amelyben a malátásság kapja a főszerepet. Karamell, dió, aszaltgyümölcsök jellemzik illatban és ízben egyaránt.Egyszeri és limitált főzet.---One-Handed Stuntman is our thickest barley wine, what we achieved by boiling for several hours. It is an extremely complex drink in which maltiness plays a major role, characterized by caramel, walnuts and dried fruits in both aroma and taste. "
3,4628647,FIRST Craft Beer,Yvaga,Barleywine - English,https://untappd.com/b/first-craft-beer-yvaga/4628647,13.0,50,3.77,250,12/08/21,"Nincs vita, hogy a Laphroaig scotch-os, vagy a Maker's Mark bourbon-ös ízvilága passzol jobban sörünkhöz, hiszen a megoldás a kettő együtt. A blendelt whiskey jegyek legerősebbjei jelennek meg tömény, sötétborostyán barley wine sörünk gyümölcsös és harsány karakterén, egy intenzív, tüzes, de mégsem alkoholos, különleges ízélményben kulminálódva. "
4,3264260,HORIZONT Brewing,Caribbean Spirit,Barleywine - English,https://untappd.com/b/horizont-brewing-caribbean-spirit/3264260,9.5,40,3.77,206,06/05/19,"A classic barley wine with a BA twist. Boiled for 3 hours for a massive caramelly texture and flavour...and then we put it into Plantation rum barrels from Barbados. Loads of vanilla, coconut and oak with a hint of spicy boozyness. Egy igazi klassziks barley wine egy kis csavarral. Három órás forralással egészen karamelles, ragacsos textúrát és ízvilágot értünk el, ami mégis könnyen csúszik. A végeredmény egyik felét barbadosi Plantation rumos hordókba raktuk. Vanília, kókusz, finom hordósság és egy kis fűszeres alkohol.  "
5,3264267,HORIZONT Brewing,Tennessee Spirit,Barleywine - English,https://untappd.com/b/horizont-brewing-tennessee-spirit/3264267,9.5,40,3.76,185,06/05/19,"A classic barley wine with a BA twist. Boiled for 3 hours for a massive caramelly texture and flavour...and then we put it into Jack Daniels barrels. Loads of vanilla, coconut and oak with a little bit of smoky whiskey boozyness. Egy igazi klassziks barley wine egy kis csavarral. Három órás forralással egészen karamelles, ragacsos textúrát és ízvilágot értünk el, ami mégis könnyen csúszik. A végeredmény egyik felét Jack Daniels-es whiskey-s hordókba raktuk. Vanília, kókusz, finom hordósság és egy kis füstös alkohol. "
6,4271045,FIRST Craft Beer,Midnight Beast,Barleywine - English,https://untappd.com/b/first-craft-beer-midnight-beast/4271045,13.0,50,3.66,232,04/17/21,"A barley wine, vagyis árpabor a tapasztalt kraftsör-fogyasztók körében is különlegességnek számít. A Midnight Beast sem kivétel: igazi harapós sör, 13% alkoholfoka és borostyánszíne csak aláhúzza a sűrű, karakteresen malátás, enyhén gyümölcsös, de harsányan észteres ízvilágot. Egy ilyen sör nem csak itatja magát: zsákmányt ejt! "
0,4222515,Mad Scientist,Walrus 2: The Revenge Of The 'Nuss,Barleywine - Other,https://untappd.com/b/mad-scientist-walrus-2-the-revenge-of-the-nuss/4222515,13.0,N/A,4.04,430,03/15/21,"MAD SCIENTIST BARREL PROJECTA blend of Four Roses and Knob Creek Rye bourbon barrel-aged barley wines with in house-roasted walnut and vanillaCELLAR MASTER NOTESThe Walrus is back in town and this time he totally GOES NUTSWhen we experimented with 'I am The Walnut' a decision was made that besides the beast we have to create his evil twin: a darker, older, but still gentle brother. So we put tons and tons of hand-roasted walnuts into two different barrels of barley wine and rounded it up with vanilla. A sequel from an alternative universe! As a result, this bad boy has the chocolaty-nutty notes of walnut, that go just perfectly with the woody-spicy bourbon feel. And yes, you can say it's boring to say this (again), but in our opinion, this is our best one so far: revenge has never tasted this good! Like a good-old VHS blockbuster, you want to check it again, again and again. "
1,4036586,Mad Scientist,I Am the Walnut,Barleywine - Other,https://untappd.com/b/mad-scientist-i-am-the-walnut/4036586,12.5,N/A,3.97,177,11/02/20,"MAD SCIENTIST BARREL PROJECTJamaican rum barrel-aged barleywine with walnut, mahlep and tonka beansCELLAR MASTER NOTESIf you search carefully you may find traces of beer in this liquid walnut syrup.We experimented a lot with spice additions while working on this release to find the perfect combination. Finally, the interplay of walnut, tonka and mahlep came out as the winner combo.Yes, I know your question and the answer is: mahlep is an aromatic spice made from the seeds of a species of cherry providing the characteristics of bitter almond, cherry and marzipan. These notes perfectly match with the deep-woody walnut savors and the vibrating spiciness of tonka that strengthens up the presence of barrel-inflicted flavors. "
